title;rating;no_genres_listed;action;adventure;animation;children;comedy;fantasy;IMAX;romance;sci-Fi;western;crime;mystery;thriller;drama;horror;film-Noir;documentary;war;musical
Swing Kids (1993);3,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998);3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
L.A. Story (1991);3,479166667;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Jerk, The (1979);3,37037037;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dead Men Don't Wear Plaid (1982);3,305555556;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Man with Two Brains, The (1983);3,25;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Grand Canyon (1991);3,1875;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Outsiders, The (1983);3,71875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Indiana Jones and the Temple of Doom (1984);3,638888889;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Lord of the Rings, The (1978);3,133333333;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1984 (Nineteen Eighty-Four) (1984);3,714285714;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
Dead Zone, The (1983);3,733333333;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Maximum Overdrive (1986);1,333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Needful Things (1993);2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
Cujo (1983);2,214285714;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Children of the Corn (1984);2,454545455;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
All Dogs Go to Heaven (1989);2,7;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Addams Family, The (1991);3,289473684;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ever After: A Cinderella Story (1998);3,619047619;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Snake Eyes (1998);2,766666667;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
Atlantic City (1980);3,6875;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
Autumn Sonata (Höstsonaten) (1978);4,625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Who's Afraid of Virginia Woolf? (1966);4,142857143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Adventures in Babysitting (1987);3,325;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Weird Science (1985);3,113636364;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
Doctor Dolittle (1967);3,772727273;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Nutty Professor, The (1963);2,464285714;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Charlotte's Web (1973);3,547619048;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Watership Down (1978);4,05;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Secret of NIMH, The (1982);3,476190476;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Dark Crystal, The (1982);3,544117647;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
American Tail, An (1986);3,166666667;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
American Tail: Fievel Goes West, An (1991);2,7;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
Legend (1985);3,076923077;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
Sixteen Candles (1984);3,602040816;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Pretty in Pink (1986);3,242424242;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
St. Elmo's Fire (1985);3,21875;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Clan of the Cave Bear, The (1986);2,666666667;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
House (1986);3,055555556;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
House II: The Second Story (1987);1,75;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
Gods Must Be Crazy, The (1980);3,892857143;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gods Must Be Crazy II, The (1989);3,75;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Air Bud: Golden Receiver (1998);2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Avengers, The (1998);2,318181818;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
How Stella Got Her Groove Back (1998);1,75;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Slums of Beverly Hills, The (1998);3,625;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Best Man, The (Testimone dello sposo, Il) (1998);4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Henry: Portrait of a Serial Killer (1986);3,928571429;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0
Rosemary's Baby (1968);4,171875;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
NeverEnding Story, The (1984);3,581395349;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
NeverEnding Story II: The Next Chapter, The (1990);2,5;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Attack of the Killer Tomatoes! (1978);2,2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Surf Nazis Must Die (1987);1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
Your Friends and Neighbors (1998);3,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Return to Paradise (1998);2,5;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
Blade (1998);3,362068966;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Dead Man on Campus (1998);2,285714286;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Wrongfully Accused (1998);2,4;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Next Stop Wonderland (1998);3,3125;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Beetlejuice (1988);3,472527473;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Déjà Vu (1997);4,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Rope (1948);3,9;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Family Plot (1976);3,166666667;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Frenzy (1972);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Topaz (1969);3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Torn Curtain (1966);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Marnie (1964);3,625;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0
Wrong Man, The (1956);2,875;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0
Man Who Knew Too Much, The (1956);3,555555556;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
Trouble with Harry, The (1955);3,416666667;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
I Confess (1953);4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Strangers on a Train (1951);3,98;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
Stage Fright (1950);3,5;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0
54 (1998);2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Why Do Fools Fall In Love? (1998);2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Willow (1988);3,3375;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Untouchables, The (1987);3,938461538;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Dirty Work (1998);3,214285714;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Knock Off (1998);5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Paradine Case, The (1947);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Lifeboat (1944);4,357142857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Shadow of a Doubt (1943);4,142857143;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Saboteur (1942);3,875;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Mr. & Mrs. Smith (1941);2,875;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Suspicion (1941);4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0
Jamaica Inn (1939);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Lady Vanishes, The (1938);3,916666667;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
Sabotage (1936);3,25;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Secret Agent (1936);3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Man Who Knew Too Much, The (1934);3,666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Ring, The (1927);1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Lodger: A Story of the London Fog, The (1927);3,5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Rounders (1998);3,861111111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Cube (1997);3,425925926;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0
Simon Birch (1998);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975);4,666666667;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
My Bodyguard (1980);3,857142857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Class (1983);3,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Broadcast News (1987);3,428571429;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Allnighter, The (1987);1,5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Working Girl (1988);3,204545455;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Married to the Mob (1988);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Say Anything... (1989);3,923076923;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
My Blue Heaven (1990);3,181818182;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hero (1992);2,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Toys (1992);2,375;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Young Doctors in Love (1982);1,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Parasite (1982);2,5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
No Small Affair (1984);4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Blame It on Rio (1984);3,1875;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Wisdom (1986);2,5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
One Crazy Summer (1986);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
About Last Night... (1986);3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Seventh Sign, The (1988);2,8;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0
We're No Angels (1989);2,75;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Nothing But Trouble (1991);2,375;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Butcher's Wife, The (1991);3,1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Mortal Thoughts (1991);2,5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Few Good Men, A (1992);3,789473684;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Indecent Proposal (1993);3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Permanent Midnight (1998);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
One True Thing (1998);2,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Rush Hour (1998);3,261904762;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Six-String Samurai (1998);3,6;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Ronin (1998);3,523255814;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Urban Legend (1998);2,4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Clay Pigeons (1998);3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Monument Ave. (1998);2,5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Pecker (1998);3,416666667;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Sheltering Sky, The (1990);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Fiendish Plot of Dr. Fu Manchu, The (1980);2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Them! (1954);3,8;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
Thing, The (1982);3,933333333;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
Player, The (1992);3,947368421;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Stardust Memories (1980);3,6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Edward Scissorhands (1990);3,7;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0
Overnight Delivery (1998);2,5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Antz (1998);3,244444444;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Impostors, The (1998);4,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Night at the Roxbury, A (1998);2,1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
What Dreams May Come (1998);3,642857143;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0
Strangeland (1998);4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Producers, The (1968);3,96969697;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
History of the World: Part I (1981);3,625;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
My Cousin Vinny (1992);3,262711864;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nashville (1975);3,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
Love Is the Devil (1998);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Holy Man (1998);2,583333333;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
One Tough Cop (1998);3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Mighty, The (1998);3,666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2010: The Year We Make Contact (1984);3,588235294;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Children of a Lesser God (1986);3,833333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Elephant Man, The (1980);4,029411765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Beloved (1998);4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Bride of Chucky (Child's Play 4) (1998);2,166666667;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Practical Magic (1998);3,214285714;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0
Happiness (1998);4,125;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Apt Pupil (1998);3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Pleasantville (1998);3,483606557;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Soldier (1998);3,0625;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
Cruise, The (1998);4,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Life Is Beautiful (La Vita è bella) (1997);4,147727273;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0
Orgazmo (1997);3,115384615;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tales from the Darkside: The Movie (1990);3,666666667;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0
Vampires (1998);2,428571429;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
American History X (1998);4,217054264;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Hands on a Hard Body (1996);4,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Living Out Loud (1998);3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Belly (1998);1,25;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Gods and Monsters (1998);4,125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Siege, The (1998);2,807692308;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Waterboy, The (1998);3,178571429;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Elizabeth (1998);3,673913043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Velvet Goldmine (1998);3,375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
I Still Know What You Did Last Summer (1998);2,055555556;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
I'll Be Home For Christmas (1998);1,5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Meet Joe Black (1998);3,05;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Hard Core Logo (1996);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Runaway Train (1985);3,25;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Stepford Wives, The (1975);3,181818182;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0
Pope of Greenwich Village, The (1984);2,333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Sid and Nancy (1986);3,4375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Mona Lisa (1986);3,5;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Heart Condition (1990);3,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nights of Cabiria (Notti di Cabiria, Le) (1957);4,285714286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Big Chill, The (1983);3,84;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Enemy of the State (1998);3,492537313;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Rugrats Movie, The (1998);2,5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bug's Life, A (1998);3,516304348;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Celebrity (1998);2,6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Central Station (Central do Brasil) (1998);4,416666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Savior (1998);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Waking Ned Devine (a.k.a. Waking Ned) (1998);3,673076923;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Celebration, The (Festen) (1998);4,458333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Pink Flamingos (1972);2,75;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Glen or Glenda (1953);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Godzilla (Gojira) (1954);2,166666667;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0
Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984);1,5;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
King Kong vs. Godzilla (Kingukongu tai Gojira) (1962);2,5;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
King Kong (1933);3,64;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
King Kong (1976);2,714285714;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0
King Kong Lives (1986);2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Desperately Seeking Susan (1985);2,666666667;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Emerald Forest, The (1985);3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Fletch (1985);3,083333333;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Fletch Lives (1989);2,222222222;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Red Sonja (1985);2,277777778;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Gung Ho (1986);3,166666667;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Money Pit, The (1986);2,928571429;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
View to a Kill, A (1985);3,214285714;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Lifeforce (1985);2,5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Police Academy (1984);3,022727273;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Police Academy 2: Their First Assignment (1985);2,458333333;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Police Academy 3: Back in Training (1986);2,3;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Police Academy 4: Citizens on Patrol (1987);2,142857143;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Police Academy 5: Assignment: Miami Beach (1988);2,5;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Police Academy 6: City Under Siege (1989);1,5;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Babe: Pig in the City (1998);2,775862069;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Home Fries (1998);2,333333333;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Very Bad Things (1998);3,4375;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Steam: The Turkish Bath (Hamam) (1997);4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Psycho (1998);1,888888889;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0
Little Voice (1998);3,928571429;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Simple Plan, A (1998);3,795454545;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Jack Frost (1998);1,9375;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Star Trek: Insurrection (1998);3,151515152;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0
Prince of Egypt, The (1998);3,5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Rushmore (1998);3,544642857;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Shakespeare in Love (1998);3,777173913;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Miracle on 34th Street (1947);4,058823529;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Santa Claus: The Movie (1985);2,25;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Prancer (1989);3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Pale Rider (1985);3,8125;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Rambo: First Blood Part II (1985);2,657894737;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
First Blood (Rambo: First Blood) (1982);3,55;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Rambo III (1988);1,916666667;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
Jewel of the Nile, The (1985);2,80952381;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Romancing the Stone (1984);3,453703704;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Cocoon (1985);3,26744186;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Cocoon: The Return (1988);2,333333333;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Rocky II (1979);3,192307692;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
